Event ID,Auth Code,Event Timestamp,Req Date Time,Opt ID,Enrolment Reference ID,Aua,Sa,Asa,Auth Result,Error Code,Sub Error Code,Auth Duration,Auth Type,Registered Device Software ID,Registered Device Software Version,Device Provider ID,Model ID,Device Code,Cert Expiry Date,Device Meta Data,Pid Size,Face Match Score,Face Match Type,Face Sdk Version,Face Used,Face Fusion Done,Fdc,Finger Match Threshold,Fmr Sdk Version,Finger Match Score,Fmr Count,Fir Count,Finger Fusion Performed,Idc,Iris Fusion Performed,Location State Code,Location District Code,Resident State Code,Resident District Code,Otp Identifier,Server ID,Kafka Source Timestamp
e9adc98c-878a-4e9d-8e1e-1693b35e1581,db0762c3ccb145a9a3f9f0572eefdfba,"18/4/2026, 9:42 PM","18/4/2026, 9:42 PM",UPPRD_KHERI_NS917529,19197ea4-d648-474a-9026-4c4fe86bbaa7,3440000,3440000,1800,y,,,44,D,NA,NA,NA,NA,NA,20280813,0,326,0,,,0,0,,0,,0,0,0,0,,0,,,9,146,,uid-auth-server-mndc-prod-rmq4-78f8d64c9f-7996x,"18/4/2026, 9:42 PM"
5e046953-761d-41c1-b0bc-6f4c28ff660d,75a6353a775b430b93c4c009b8aaa53e,"18/4/2026, 9:42 PM","18/4/2026, 9:42 PM",WCD_RJ_UD_NS817235,418ecffa-839d-41a1-89bf-7d9e29b49f52,2980000,2980000,1200,y,,,119,F,RENESAS.MANTRA.001,1.4.1,MANTRA.MSIPL,MFS110,293b9b67-0abc-41a2-8753-0f6942380fb7,20280813,0,9524,0,,,0,0,,34,v3.4.15,155,1,1,0,,0,,,8,91,,uid-auth-server-prod-ceph-5f8d7877f-bqndt,"18/4/2026, 9:42 PM"
54dad938-5380-4161-9131-4e9e4fa3377c,779045806ec4451f85142fbc686c12f2,"18/4/2026, 9:42 PM","18/4/2026, 9:42 PM",MH_CSCU_MU_NS658898,812f97a0-78e9-4992-8ebd-fe7287fca446,3440000,3440000,1800,y,,,39,O,,,,,,20280813,0,121,0,,,0,0,,0,,0,0,0,0,,0,,,27,688,7a05361a59a02556bf188ae0a712b00fdd774078,uid-auth-server-prod-rmq2-54954d7586-tsfwh,"18/4/2026, 9:42 PM"
cd07ded6-9909-46f6-97d0-75e1d4eb2ef1,bf175393787c486fa382e4c769612c00,"18/4/2026, 9:42 PM","18/4/2026, 9:42 PM",UCSC_WB_NS381881,2ad83690-d88d-4e45-96b4-0d3f48c3d674,2980000,2980000,1200,y,,,31,O,,,,,,20250923,0,189,0,,,0,0,,0,,0,0,0,0,,0,,,19,326,2b95d38460e8380fd39b26a18c2d7b19eba00588,uid-auth-server-mndc-prod-ceph-66bf4f4674-kwslh,"18/4/2026, 9:42 PM"
6f879a94-da94-49c9-840f-e3b55290011f,5a1aba16ff5143788da693d38da472bb,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",UPPRD_KHERI_NS917529,19197ea4-d648-474a-9026-4c4fe86bbaa7,3440000,3440000,1800,y,,,35,D,NA,NA,NA,NA,NA,20280813,0,326,0,,,0,0,,0,,0,0,0,0,,0,,,9,146,,uid-auth-server-mndc-prod-rmq1-546b65fc59-xvbn6,"18/4/2026, 9:43 PM"
4788bebf-53b6-46ff-b73f-0f998387be77,65945ca369694a039800c125aab410d7,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",GJCSCBC_BVN_NS609604,027f39bb-0808-4355-9d4d-d7e701df79c5,2980000,2980000,1200,y,,,207,F,RENESAS.MANTRA.001,1.4.1,MANTRA.MSIPL,MFS110,d522133d-118a-4aee-92df-fe3fc1f98a03,20280813,0,9660,0,,,0,0,,34,v3.4.15,48,1,1,0,,0,,,24,457,,uid-auth-server-mndc-77ff45558c-flfxm,"18/4/2026, 9:43 PM"
c5c7f409-ad64-4ff1-9154-30b448e6fd90,1f7c934798bd434fb45bb27a6e526451,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",10491116AINAVILLI_EGD,c13656b6-3b6b-4813-a09a-7f855caa37fe,210000,PGVWV24263,1700,y,,,52,P,UIDAI.ONLINE.001,1.0.0,UIDAI.UIDAI,UIDAI.ONLINE,6a34b4aa-2446-4e3f-864a-7ac49147afe4,20280813,0,3318,412,MUT,2.5,1,0,,0,,0,0,0,0,,0,,,28,2814,,uid-auth-server-mndc-prod-ceph-66bf4f4674-hxrm9,"18/4/2026, 9:43 PM"
c79e2dfc-1c8b-4117-8b61-bda0a054be7c,5ce341b30eb04d78b9ee46b2592f8b62,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",PRO000_2,c9dd7532-ee00-47fb-ae5f-c1b3d385f724,2980000,2980000,1200,y,,,115,P,UIDAI.ONLINE.001,1.0.0,UIDAI.UIDAI,UIDAI.ONLINE,6a34b4aa-2446-4e3f-864a-7ac49147afe4,20280813,0,3318,532,MUT,2.5,1,0,,0,,0,0,0,0,,0,,,36,711,,uid-auth-server-mndc-77ff45558c-2dnvz,"18/4/2026, 9:43 PM"
453275dc-9965-4a4e-b14b-dc1c28f0c57c,afd60d2edfef4f19a4cdc571420ac3af,"18/4/2026, 9:43 PM","7/1/2026, 10:51 AM",BH_CSC_UCL_NS255407,a431a309-4c26-4d0e-bc23-12a53f902ff5,3440000,3440000,1800,y,,,158,O,,,,,,20280813,,121,0,,,0,0,,0,,0,0,0,0,,0,,,,,14a0d93b694f7b1a694f0880e6cbec9ba3d09d19,,"18/4/2026, 9:43 PM"
8baf9d71-e49b-47c0-8958-afb36cc30e14,5ea2ab1a3c8a411084ce6257723fba4f,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",DOC_RJ_JO_NC106286,0d82c4a7-9c17-4874-84f3-46688a45749b,340000,340000,1200,y,,,164,F,RENESAS.MANTRA.001,1.4.1,MANTRA.MSIPL,MFS110,a73fc5d5-858f-4e6d-b53c-77fe0efbde1f,20280813,0,10400,0,,,0,0,,34,v3.4.15,154,1,1,0,,0,,,8,112,,uid-auth-server-oaep-5774f8fc8c-nl9rp,"18/4/2026, 9:43 PM"
d26b3346-b485-45a9-9654-104b05b5eeaf,2867e5475de8447ab02f0b1e98c378c5,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",UCSC_WB_NS262383,536b0ce2-ab7e-49c9-b572-b3ea92e0dcd9,3520000,3520000,100,y,,,150,F,RENESAS.MANTRA.001,1.4.1,MANTRA.MSIPL,MFS110,511a2306-cc92-4c56-8000-135b2557edf8,20280813,0,10052,0,,,0,0,,34,v3.4.15,323,1,1,0,,0,,,19,1918,,uid-auth-server-mndc-prod-rmq4-78f8d64c9f-xc7wr,"18/4/2026, 9:43 PM"
77c4408e-790b-480a-b897-f79683a6b322,7964dc152a054e06aa75c7919f362d4d,"18/4/2026, 9:43 PM","7/1/2026, 1:32 PM",MH_WCD_BH_NC026825,70e094b5-729f-4212-988c-757d955ee19c,40000,40000,100,y,,,226,F,,,,,,20280813,,11084,0,,,0,0,,0,v3.4.15,0.79,1,1,1,,0,,,,,,,"18/4/2026, 9:43 PM"
3694d647-ff32-4f03-8fee-d2b1cc158f67,16dec7cfcdd9475a9e39bcb7bc0e206d,"18/4/2026, 9:43 PM","7/1/2026, 10:23 AM",IPPBMP_1555239,e38fceca-0799-404e-804d-6d5a382798ab,650000,PBATS10001,1800,y,,,243,P,UIDAI.ONLINE.001,1.0.0,UIDAI.UIDAI,UIDAI.ONLINE,6a34b4aa-2446-4e3f-864a-7ac49147afe4,20280813,,3318,397,MUT,2.5,1,0,,0,,0,0,0,0,,0,,,,,,,"18/4/2026, 9:43 PM"
25bdad54-acb1-4db9-a303-1f710564aaf7,5520f1f1ab4545c59d6776bdbf217a56,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",CSC_KL_ALP_NO183542,dae5a3d0-db92-43ab-9ff4-69898e0d3228,3520000,3520000,100,y,,,124,F,RENESAS.MANTRA.001,1.4.1,MANTRA.MSIPL,MFS110,9cbd65fb-f157-441a-86db-1cb27d5ccfd4,20280813,0,8736,0,,,0,0,,34,v3.4.15,143,1,1,0,,0,,,32,570,,uid-auth-server-6d4ff9f7b6-9qp24,"18/4/2026, 9:43 PM"
5831415c-b392-447e-a079-eb1100beece5,760539924b06403fa2aed8e3e7d7dab1,"18/4/2026, 9:43 PM","7/1/2026, 12:14 PM",MP_CSCBCSA_NS483240,52300c86-3ebc-4892-9151-f7af5a6e3f79,2980000,2980000,1200,y,,,152,O,,,,,,20250923,,189,0,,,0,0,,0,,0,0,0,0,,0,,,,,e11a364f83d2c3fd9eb7bd4959e9be7bfe365023,,"18/4/2026, 9:43 PM"
7d535d49-e906-434d-ac27-632efd995f8e,5cf72e49aacb492c84f7da5b77f0428c,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",UPPRD_KHERI_NS917529,19197ea4-d648-474a-9026-4c4fe86bbaa7,3440000,3440000,1800,y,,,32,D,NA,NA,NA,NA,NA,20280813,0,326,0,,,0,0,,0,,0,0,0,0,,0,,,9,146,,uid-auth-server-mndc-prod-ceph-66bf4f4674-cqf7l,"18/4/2026, 9:43 PM"
19ace78e-bbb0-4f6f-b6cd-03edd2945035,bf9dbff776984d3cae3bdbeb9afed188,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",RJ_DU_0516_NS748156,932cb170-165a-4dc4-a5c8-e5a3a1862fc9,2980000,SERVICEMON,1200,y,,,691,F,,,,,,,,450018,0,,,0,0,NC,34,,446,0,1,0,NC,0,,,8,104,,,"18/4/2026, 9:43 PM"
c3086066-fd63-40f9-a0c4-f9a6e78f2677,b08ca67a052d4a9483425bf92a3fd950,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",UP_UBIA_NS898918,20d33eb8-3287-49e5-80c7-1173ac350ecb,650000,PMKSN10190,1800,n,100,,39,D,,,,,,20250923,0,163,0,,,0,0,,0,,0,0,0,0,,0,,,9,180,,uid-auth-server-prod-ceph-5f8d7877f-fkqvm,"18/4/2026, 9:43 PM"
783923b4-5d9f-4dbb-a6b2-aa916cd9baca,a15c3dfd10f149cc9f754f69589859b1,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",JAGEPY_GOVJSPR,7152a3d2-c5bf-4460-9751-316c1c70ead8,1110000,1110000,100,y,,,81,F,VTK.RENESAS.001,1.1.4,LINKWELL.LTPL,VTK.L1.V400,d9b6a5c1-3b0d-424e-8d61-e39435fa0e26,20280813,0,12750,0,,,0,0,,34,v3.4.15,213,1,1,0,,0,,,22,393,,uid-auth-server-prod-rmq2-54954d7586-zvl5n,"18/4/2026, 9:43 PM"
faa37ffa-9dd7-4212-90d7-b6daf5f88835,30a80e982d0149cbbcf5c423d58e5ffb,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",RJ_DU_0516_NS748156,932cb170-165a-4dc4-a5c8-e5a3a1862fc9,2980000,2980000,1200,y,,,38,O,,,,,,20250923,0,189,0,,,0,0,,0,,0,0,0,0,,0,,,8,104,65ae132ec21952e666ffc1d1f29592cff18deef3,uid-auth-server-prod-ceph-5f8d7877f-lm2zf,"18/4/2026, 9:43 PM"
082e1062-fb9b-4a6b-854d-cd89ad3f98c7,5ad0a78f9dd840cc9d527ce522e49a44,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",2084_S_AKASHKDKRB,9136fbd0-ea71-4fb3-b3d0-424c05288a91,650000,PPDSC10052,1800,y,,,72,F,VTK.RENESAS.001,1.1.4,LINKWELL.LTPL,VTK.L1.V400,f3841818-8985-4adb-b4d1-56a12317e923,20280813,0,12590,0,,,0,0,,34,v3.4.15,211,1,1,0,,0,,,22,396,,uid-auth-server-mndc-prod-rmq2-694dd857-tdsqm,"18/4/2026, 9:43 PM"
f3d3db16-d2e0-4fd0-a9e8-2e9df11117d2,a4495b06c4844928aa2c24217a582b4c,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",IPPBMP_1698589,d110ee63-2376-490b-80c4-d7b287056918,340000,340000,1200,y,,,174,F,RENESAS.MANTRA.001,1.4.1,MANTRA.MSIPL,MFS110,b85eccab-e87d-4ba0-b3b2-0ef4b767ae4c,20280813,0,9460,0,,,0,0,,34,v3.4.15,114,1,1,0,,0,,,23,438,,uid-auth-server-oaep-5774f8fc8c-gjhfc,"18/4/2026, 9:43 PM"
e4f61872-ba9e-415f-8061-199d064c9657,024e6a1e6e544e848f842acc748dfb16,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",UPDOP_BBK_NS821344,2ebb48de-cee9-4546-92cf-93885eebc8d2,270000,PTVSC10019,1100,y,,,41,O,,,,,,20280813,0,127,0,,,0,0,,0,,0,0,0,0,,0,,,9,177,3a8758da1c427ba73aca56112da8be750bcf063b,uid-auth-server-mndc-prod-ceph-66bf4f4674-k62rn,"18/4/2026, 9:43 PM"
b32115e0-eee3-4de3-b535-d2dfd2acf0a6,1e42aa22d3dc45ac8c2bffdd41875783,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",IPPBWB_1552575,a5e63c0a-e85d-4772-83b0-5880fa41b945,340000,340000,1200,y,,,158,F,RENESAS.MANTRA.001,1.4.1,MANTRA.MSIPL,MFS110,b3f084a0-f8b0-4a39-aa37-12e9a7fd42e0,20280813,0,9344,0,,,0,0,,34,v3.4.15,446,1,1,0,,0,,,19,327,,uid-auth-server-oaep-5774f8fc8c-97448,"18/4/2026, 9:43 PM"
58485da9-2a5b-4474-8a55-4441cecf3dea,cc9b7d53ba33422a9bc4699172b7b926,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",RJ_BU_0516_NS871139,86f0b553-e4b5-4476-8aba-e35105382627,9400000,9400000,100,y,,,167,F,RENESAS.MANTRA.001,1.4.1,MANTRA.MSIPL,MFS110,9283cb4a-fcda-4d11-84bf-2328f5b9dc83,20280813,0,7393,0,,,0,0,,34,v3.4.15,69,1,1,0,,0,,,8,99,,uid-auth-server-prod-rmq4-hsm24-bcd47bbff-mlpfc,"18/4/2026, 9:43 PM"
24b48a9a-4abd-4b3b-964a-ba831b339313,65de45240e984a72ae88041e2d145e5e,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",UPSIL15108,4ab8869d-74c9-4f69-b40b-e283dab3d3b8,3510000,3510000,1200,y,,,175,F,RENESAS.MANTRA.001,1.4.1,MANTRA.MSIPL,MFS110,5456d821-3116-4fae-9a11-b909ac7fed58,20280813,0,10108,0,,,0,0,,34,v3.4.15,126,1,1,0,,0,,,9,137,,uid-auth-server-mndc-77ff45558c-xzqnq,"18/4/2026, 9:43 PM"
0bedd3c0-2e1d-4319-8d52-c917d2862eb9,6cbd3c2138d84734853814a689d02002,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",IPPBUP_1555622,ce688317-d2c2-420b-89bc-aa40514084ea,340000,340000,1200,y,,,254,F,RENESAS.MANTRA.001,1.4.1,MANTRA.MSIPL,MFS110,f4f9192e-3482-4de2-b97f-68671133ccd6,20280813,0,9924,0,,,0,0,,34,v3.4.15,140,1,1,0,,0,,,9,180,,uid-auth-server-oaep-5774f8fc8c-nl9rp,"18/4/2026, 9:43 PM"
4bd43b67-2635-4712-bdce-b50c0852091c,8c904187ab324fc78e7de55a0fdbb423,"18/4/2026, 9:43 PM","18/4/2026, 9:43 PM",MH_WRAL_NS_NS856479,cfe97163-9564-40ae-9b82-88f10cb5329f,3440000,3440000,1800,y,,,37,O,,,,,,20280813,0,121,0,,,0,0,,0,,0,0,0,0,,0,,,27,500,4914cb9f79ecd8333f7c9d328d5fe6184fef9963,uid-auth-server-mndc-prod-rmq1-546b65fc59-hqx7p,"18/4/2026, 9:43 PM"
60b78489-4aa3-4413-a3ee-99ec0c9a1526,8d101ef36cc94e6da9b992f3f79e292d,"18/4/2026, 9:44 PM","18/4/2026, 9:44 PM",10490945RAZOLE_KOS,529d1711-8536-43b1-a309-11bd8218f790,210000,PGVWV24263,1100,y,,,33,O,,,,,,20250923,0,65,0,,,0,0,,0,,0,0,0,0,,0,,,28,518,ea73c5610d03c8dd047211103bad7c09ddd3b838,uid-auth-server-mndc-prod-rmq1-546b65fc59-9dg8d,"18/4/2026, 9:44 PM"
471cef31-c55c-40da-ac18-35dede988648,c485eef96f2c4d81910a3823651e03d1,"18/4/2026, 9:44 PM","18/4/2026, 9:44 PM",ADITYAUCL_SURG,07510eac-274f-4b33-b454-5c07e138ea09,120000,120000,100,y,,,140,F,NXP.IDEMIA.001,1.1.4,Morpho.SmartChip,CBME3RD,a7d571d1-182b-47bc-a215-94c7e8405996,20280813,0,9331,0,,,0,0,,34,v3.4.15,446,1,1,0,,0,,,22,403,,uid-auth-server-mndc-77ff45558c-2dnvz,"18/4/2026, 9:44 PM"
60543520-d363-4192-8d94-7893d6ff399c,f67f73bb3ef84e7ca62214948d04c680,"18/4/2026, 9:44 PM","7/1/2026, 10:24 AM",BH_CSC_UCL_NS220756,b7731723-dc35-4931-b024-3d2f13b4e216,2980000,2980000,1200,y,,,284,,,,,,,20280813,,12768,0,,,0,0,,34,v3.4.15,227,0,0,0,,0,,,,,,,"18/4/2026, 9:44 PM"
19ead3c4-8a59-4821-8125-ff061c872a3c,732aac986dfb42cbb6f708994398b912,"18/4/2026, 9:30 PM","7/1/2026, 10:13 AM",IPPBOD_1514253,07cab8fc-0035-4c3d-912f-c5195e793595,650000,PBATS10001,1800,y,,,43,P,UIDAI.ONLINE.001,1.0.0,UIDAI.UIDAI,UIDAI.ONLINE,6a34b4aa-2446-4e3f-864a-7ac49147afe4,20280813,,3318,351,MUT,2.5,1,0,,0,,0,0,0,0,,0,,,,,,,"18/4/2026, 9:30 PM"
8d48d9d6-ed1a-42b4-a345-b5a067a5c6ab,c269511a8c214a91b0d4dea08bab8550,"18/4/2026, 9:44 PM","18/4/2026, 9:44 PM",WCD_RJ_UD_NS817235,418ecffa-839d-41a1-89bf-7d9e29b49f52,2980000,2980000,1200,y,,,134,F,RENESAS.MANTRA.001,1.4.1,MANTRA.MSIPL,MFS110,293b9b67-0abc-41a2-8753-0f6942380fb7,20280813,0,9760,0,,,0,0,,34,v3.4.15,87,1,1,0,,0,,,8,91,,uid-auth-server-prod-ceph-5f8d7877f-bqndt,"18/4/2026, 9:44 PM"
fdeafdfa-758b-4594-895b-569547bd7548,7bc3f303adf74912adfc47607bb7848b,"18/4/2026, 9:44 PM","7/1/2026, 4:29 PM",10890624ADDANKI_BPL,0e95ff53-4929-4e7f-a379-88d05b8c54c0,210000,PGVWV24263,1700,y,,,232,O,,,,,,20250923,,65,0,,,0,0,,0,,0,0,0,0,,0,,,,,f31fb87a0c21721e271d58c3faa51ecd0b469fff,,"18/4/2026, 9:44 PM"
2a787a15-f4d9-4985-b0d1-e23431b4e0c4,dc16404fc87b445c83165ca7fdac88a0,"18/4/2026, 9:44 PM","18/4/2026, 9:44 PM",UP_CSC_UCL_NO187630,1726049f-e50a-4bce-92df-1b372cf8249d,650000,PRCMN10184,1800,y,,,37,O,,,,,,20250923,0,210,0,,,0,0,,0,,0,0,0,0,,0,,,9,176,1f0f0aec0421d7a438dd2faba20613524f19e44b,uid-auth-server-prod-ceph-5f8d7877f-fkqvm,"18/4/2026, 9:44 PM"
8dffbc1c-68ac-494f-8908-e3399199e008,0a194d02775945e6b85edc5422d3a44d,"18/4/2026, 9:44 PM","7/1/2026, 10:11 AM",RJ_CSC_BA_NS517088,4baff1ce-546d-4263-8bb1-25838d3543e2,230000,230000,100,y,,,327,F,,,,,,20250923,,14168,0,,,0,0,,34,v3.4.15,120,1,1,0,,0,,,,,,,"18/4/2026, 9:44 PM"
ecae87de-0a2e-4149-b4c1-a9d77220a292,cbfc7c5c2ff0456e9e58ffdce16ba8c7,"18/4/2026, 9:44 PM","18/4/2026, 9:44 PM",IPPBWB_1552575,a5e63c0a-e85d-4772-83b0-5880fa41b945,340000,340000,1200,y,,,180,F,RENESAS.MANTRA.001,1.4.1,MANTRA.MSIPL,MFS110,b3f084a0-f8b0-4a39-aa37-12e9a7fd42e0,20280813,0,9500,0,,,0,0,,34,v3.4.15,446,1,1,0,,0,,,19,327,,uid-auth-server-oaep-5774f8fc8c-xfddw,"18/4/2026, 9:44 PM"
e7215b8d-3422-4e1f-81d1-46ad33ac2f40,ae27dbad744947e9a55a6d1acdef2a30,"18/4/2026, 9:44 PM","18/4/2026, 9:44 PM",BF_10642,b7507c19-5457-4181-a1b4-4dc3eec56952,2260000,2260000,900,y,,,54,P,UIDAI.ONLINE.001,1.0.0,UIDAI.UIDAI,UIDAI.ONLINE,6a34b4aa-2446-4e3f-864a-7ac49147afe4,20280813,0,3318,636,MUT,2.5,1,0,,0,,0,0,0,0,,0,,,19,757,,uid-auth-server-mndc-prod-rmq2-694dd857-m595t,"18/4/2026, 9:44 PM"
8c7f5d7d-387e-4f81-9bd9-fedc038dae39,c44ef9d5da2443b28835754d95af6309,"18/4/2026, 9:44 PM","18/4/2026, 9:44 PM",IPPBUP_1291742,db11b711-4050-4e04-8a00-ebea10180574,650000,PBATS10001,1800,y,,,88,P,UIDAI.ONLINE.001,1.0.0,UIDAI.UIDAI,UIDAI.ONLINE,6a34b4aa-2446-4e3f-864a-7ac49147afe4,20280813,0,3318,360,MUT,2.5,1,0,,0,,0,0,0,0,,0,,,9,178,,uid-auth-server-prod-ceph-5f8d7877f-5qxjg,"18/4/2026, 9:44 PM"
f7192f84-9d94-4ea1-8461-0c8c9cbb52eb,44071d9c4c66406e802b1b3be73bd06b,"18/4/2026, 9:44 PM","18/4/2026, 9:44 PM",TG_CSC_JA_NS145295,2d8cc35a-f6c9-41c5-8e32-f936ff5d30c2,3110000,PESDT16420,1100,y,,,149,F,RENESAS.ACPL.001,1.3.5,STARTEK.ACPL,FM220U L1,cf96ec25-2d7d-4b29-accc-4f37a19e580f,20280813,0,13452,0,,,0,0,,34,v3.4.15,91,1,1,0,,0,,,36,522,,uid-auth-server-mndc-prod-rmq4-78f8d64c9f-dn9nq,"18/4/2026, 9:44 PM"
0aa2ca1b-6462-45b5-bca5-26c027109759,0101272d53d848788b8dcaf795762ae5,"18/4/2026, 9:44 PM","18/4/2026, 9:44 PM",CSCTAM_NS377911,b32434f0-7679-4700-a6f4-e405e5bd9721,2530000,2530000,100,y,,,43,D,,,,,,20280813,0,153,0,,,0,0,,0,,0,0,0,0,,0,,,33,604,,uid-auth-server-prod-rmq2-54954d7586-sbdx7,"18/4/2026, 9:44 PM"
